FermiEne,BandEne,NumElec,h0Ene,sccEne,3rdEne,repEne,mbdEne,TBdip_norm,TBeig_1,TBeig_2,TBeig_3,TBeig_4,TBeig_5,TBeig_6,TBeig_7,TBeig_8,TBchg_1,TBchg_2,TBchg_3,TBchg_4,TBchg_5,TBchg_6,TBchg_7,TBchg_8,TBchg_9,TBchg_10,TBchg_11,TBchg_12,TBchg_13,TBchg_14,TBchg_15,TBchg_16,TBchg_17,TBchg_18,TBchg_19,TBchg_20,TBchg_21,TBchg_22,TBchg_23
-5.448167591564651,-195.8095695079711,22,-183.67694554237258,-11.575203820717743,-0.5574201448807679,97.15258694292359,-0.8050608638908381,0.925357267063401,-15.09235626632924,-13.971682684101651,-9.782072337987275,-9.127438926443851,-7.038371664784108,-4.162348925833978,-2.8003771548250183,0.279296312598182,0.038318744897409766,-0.2137520326218783,0.10045024496125957,0.24408380750550676,0.24472045123642763,0.10298572399498475,-0.09476015490638548,-0.20238356500328492,-0.2172790580315324,-0.42818086795094756,0.09683006292502216,-0.02267362955982597,0.12913412344180306,0.20695642125905214,0.007737530059195409,0.01464593993080647,-0.07689635320078601,-0.059160964102027265,0.10202218534477403,-0.03340455608096263,-0.05509945153908963,-0.009995830442593728,0.1257012278830724
-5.055993910253471,-197.36780277771578,24,-190.56585416946044,-6.152751175709442,-0.6491974325458849,138.08872810863878,-2.302207239065856,2.2247100891924023,-14.870196995010208,-12.972335717669441,-10.882782576224374,-8.023626396466913,-6.369321731523148,-4.125553830372372,-1.9283501168087986,0.010474182357874673,-0.12188139140345362,-0.02796143536174313,0.018809517937826235,0.15605112780884764,-0.053876674248851064,-0.12565566563669656,-0.09063629936979155,0.13997645722336863,0.28701363706158145,-0.21504582978184317,-0.1822773999894168,-0.04330167573426002,-0.001338743318731718,0.10006327710431107,-0.15165210901916118,-0.17744851322635788,0.0027309152411062465,-0.0567422657600135,0.12102599193679049,0.05512181274961933,0.06532474441604459,-0.03365435968546822,0.33535488105629263
-4.265529357283803,-218.41791658371457,20,-205.7097860197266,-12.367146335889075,-0.340984228098915,125.63382101987469,-2.106603563452582,0.9620257205035877,-14.005593244108812,-12.181833925767156,-10.004719387482806,-8.396515392725728,-5.5452206603960335,-4.4110141463542,-1.2666074648354892,0.5941626346337894,-0.13459887120959413,0.08268480109268612,-0.19939017203149623,-0.16995682563144798,-0.10003851378534838,0.23546182652217376,0.03064749059757273,-0.09750838425218641,0.04722877492265584,-0.0036644917568538537,-0.08273267934139811,-0.21843100233876428,0.20684469870631336,0.022536045335976158,0.31712408204970566,0.13211156911060185,0.07376128474362623,-0.07421732326307519,-0.17323850854906764,-0.041596321643797216,-0.17758056310140474,0.08859188313908302,0.23596120068403942
-5.5619491672700185,-188.6890455631753,24,-178.694150623081,-9.542059135539125,-0.4528358045551931,99.42615930415315,-1.9202332971346388,0.9759121862472543,-15.374656612544529,-13.943506191453714,-12.335913565575055,-9.308810392185359,-7.513476930269997,-5.737941794589546,-2.320814675279876,0.2386699463010018,-0.05379572354238032,0.12701476223386873,-0.11804324415733929,-0.06002890935591346,-0.13690348130962723,-0.3346288388853873,-0.02013888611260238,0.004608877014852105,0.14522026618943482,0.10465685427558236,0.1066840512310385,-0.16076431709249234,0.054265712285793015,0.222730211197428,0.042321293981551385,0.2596301583349388,0.2881860330431687,-0.05492912416855761,-0.11919984538689654,-0.1288782084376533,-0.24207925664029378,-0.09241931853713907,0.16649093383862618
-4.52499730224641,-194.034061045557,24,-182.92004427010198,-10.678772586356393,-0.4352441890986286,127.27641167419912,-1.7742420289905152,1.8563190595293924,-14.923473020133684,-12.420025572999995,-10.39317582487203,-8.425875084663083,-5.621700123873828,-3.305640857746387,-2.1021580397363544,0.49738613130104176,-0.28907276293690265,-0.11408513675627863,0.022463157102983685,-0.0900449067424717,-0.03756001828524972,-0.03531657781256221,0.002901840341520995,-0.06788533106567748,-0.08014910872754888,0.181679335238968,0.1989810000298351,-0.1655486284363281,-0.3724067365401493,0.20103910078642295,-0.1427871894320373,0.0734445991197443,-0.19331790760344927,0.2361961211397341,0.42308305764601245,0.06895390973158382,0.027417476081855824,-0.006788062927726254,0.15880277004772006
-4.136741765712318,-176.30506207304413,18,-164.22812285349076,-11.630541873043848,-0.4463973465095142,89.06211489132376,-1.6780986991478408,1.5113695110529577,-13.494475248745372,-11.649366521247691,-9.432178760797788,-7.0241776834196825,-4.8878906080971225,-2.9081347362750716,-1.2071302011788703,0.6720167255586359,0.10264433216264959,0.16801608755539144,-0.07669615886725065,0.06850897548315849,-0.06387889048346766,-0.1411660276880464,0.011339006371942208,-0.12088559003410057,0.19355036918385,-0.1117967371799117,0.07202321062556571,-0.07302202529149661,0.05905073208808856,-0.06110816649584172,-0.17109037170616886,0.09005723066523853,-0.01782102376452153,0.060389060630830646,-0.04683512082210389,-0.18169915754280605,0.1799681090809002,0.128004982838625,-0.06755282681052484
-4.771057461499993,-197.67991670461043,20,-188.66211858425825,-8.601815236280022,-0.41598288407215744,155.12962803769494,-1.6580191812627745,3.3213213011190703,-14.7193185788434,-12.895403661654534,-11.461586612291049,-8.482235565828583,-6.020865768152811,-4.350406456097368,-2.0103044979764393,0.15192418051664114,-0.013756705177954066,0.13207933527166682,-0.09277933758213329,-0.06950626298135651,0.012321287798332307,-0.09308724673596165,0.10434021234527961,-0.04955870424888943,-0.14182896845186982,0.06707223727832543,-0.19554318461747575,0.2780081969658583,0.21315086733425664,0.052800734335378546,0.04017606607021154,0.03314262547012102,-0.09758780509060981,0.020372859649352596,-0.162693478771451,0.05134917556325343,0.10595345425192056,-0.08093650235027391,-0.11348885632598166
-5.842143689182941,-212.47688121330916,20,-203.29000868323809,-8.800206732577989,-0.38666579749309266,103.47217800027359,-2.0722620426769525,0.19655791155659808,-15.163715302073495,-13.879005183338249,-10.878112712376929,-10.7698175065355,-6.596787227089852,-4.479154917465915,-2.5338734953454876,-1.8481026907848268,-0.18671416230972526,0.21385067642231484,-0.0821922136888705,-0.03465346401503227,0.04018072913682004,0.03748853782095139,0.10714140573962168,-0.061742096588288095,-0.17564279938317576,-0.2018924049583862,-0.09173089353896577,-0.1476201798137324,-0.050385114408702525,0.1912942130014586,-0.06143433949509213,-0.0614902378127223,-0.007302425050907059,-0.06568635729434873,-0.014951293970267895,0.07628777475966318,0.1278700496019583,0.14563937134831476,0.30368522449711416
-4.836577388014993,-214.37628949773,20,-202.85981869415053,-10.962496267647012,-0.5539745359324594,144.17689148577654,-1.6659495241216438,1.5878823575637955,-14.327133890403752,-12.718779832995475,-11.815531822263036,-7.758917105526216,-5.543062277311938,-5.074547709661865,-1.8917239932220786,0.8577181727070986,0.04069662330547795,0.29046454158200863,-0.1611795648293342,0.2689854417433,-0.10176370175332626,-0.08701013323484305,-0.06268817573381875,-0.07750040029419741,-0.03183123411141227,-0.13171149399365362,0.07978703234031806,-0.12763254881356467,0.053634266117546,0.1844512493081769,-0.0982726490915487,0.07445021907648887,0.039166599715089956,0.29322573871257473,-0.12043187834713023,0.07455344890047985,-0.2886089573868707,-0.11908605523090968,0.008301632019148457
-5.040559477079344,-253.5209880813903,24,-238.691403910021,-14.187588008070126,-0.6419961632991691,107.8056667782202,-2.0946038297478387,2.4037195879778963,-14.425478820350772,-12.479671808642442,-12.078471631313812,-8.247216665190008,-6.578182854837745,-3.8283449984343836,-2.055335890719574,-0.05050028222377656,0.2238837754328867,-0.1689802246782109,0.1328233761805861,0.005426261596975689,-0.21331936793942732,0.04214780696173803,0.27128396501615126,-0.153153618917323,-0.0015808772361079974,-0.1330860676265154,-0.05537765971708284,0.2297353015981145,-0.02581889125428785,0.22514464069671855,0.1812678872591575,-0.03950090695324767,-0.06048013902151534,-0.11949004095275577,-0.12472239905959111,0.067890889245596,0.011941982787174689,-0.07863103516996146,-0.21740465824907226
-4.7661026233684245,-208.4116074333142,22,-196.9868191303344,-10.840094929255033,-0.5846933737247664,128.4033856645608,-1.7103482815638897,1.0373488616581594,-14.445650698663806,-12.709202166047161,-10.492526977600109,-8.615143194361377,-6.997378547532135,-3.7678901721970752,-2.3119749260608518,0.13350144361120847,0.07051519732941097,-0.01584444470312077,0.02529372781876511,0.10028765646079146,-0.3206820470521003,-0.1754028084002895,0.39905484367685745,-0.02140319384886344,-0.32302658320355015,-0.16290264477135868,0.42725848745229417,-0.05086123688439678,0.22844066889065273,0.07275608190666,-0.018156673468766454,0.1709052027705431,-0.303065119147364,-0.16158151082241118,-0.019264269664854908,-0.146847277584362,-0.032528286119516525,0.18264533900850338,0.07440889035647635
-4.631938824665371,-210.54041553750923,20,-200.31429879704893,-9.721591778086367,-0.504524962373932,106.31807615085752,-1.7513541110846125,0.7715537242080959,-14.488451845438405,-13.53169050359095,-11.276898990789498,-8.353236684398544,-5.833228512086972,-3.545633975055077,-2.5704532154604673,0.6863769175410361,0.15694959957859628,-0.013336663095080446,0.10622616897633688,-0.05225350076711674,-0.1311842782518095,0.17944225258344113,-0.14904549893825214,0.008933767720802802,0.07269164873582887,0.08358094992278639,-0.21745935628084503,0.11514960512639777,-0.18948624266393263,0.07896259255465694,0.03763306490952274,0.08015164351914267,-0.22339348391269623,0.04554650566231663,0.12019609571338366,-0.01363358827358101,-0.16543545768852863,0.09531918640135642,-0.02555501153272663
-5.389850940329939,-237.35428828605242,24,-226.6014813102957,-9.996372777610647,-0.7564341981460694,134.9567283284673,-1.6185763546009395,0.8033082818829371,-15.512385749488107,-13.688572420021035,-11.42841258264534,-8.560350845738427,-6.681419476358583,-4.650411964666565,-2.410960213783132,0.07419794797815749,-0.260079611096148,-0.1433413908694927,-0.08785715120603974,0.2169597716239548,0.19061449142393846,0.19013230813650772,0.025941070130586295,0.1281262472448862,-0.18002988282487725,-0.007892506763078,0.058831933725445776,-0.17014783011836168,0.02257384192428679,0.24408290634865798,0.07490249616210033,0.1287188094776244,-0.37677401003683303,0.22478235585094497,-0.03683132368481911,-0.12421591863250002,-0.035108649293483195,-0.23166629526412832,0.1482783377408277
-5.421948180171963,-209.37960935950989,18,-200.50575251142257,-8.488129436416695,-0.38572741167061675,116.47021887139122,-1.6810166504895174,0.2104310562799323,-15.470497963873624,-13.251931594087702,-10.567148524388775,-9.159170063732114,-6.541449311103051,-4.95951470622282,-2.7727389937349978,-0.47397305857178146,-0.05966271472750619,-0.12014797811534768,-0.03456161616469203,0.15834899187498389,0.010365403805745821,-0.22080742174145732,0.06039376814972506,-0.14870034945983102,-0.3327685110176597,0.21504772559613944,0.05923112491271607,-0.021093955881949497,-0.06119478351594207,0.2002085687985601,0.4537199162183235,0.057963721473540196,-0.16379855866061868,-0.03252318414163368,0.0552325445026701,-0.3617826023602171,0.04082152395528039,0.05611041311252455,0.18959797338664577
-5.075266929129891,-179.95922521722272,22,-173.13663575406443,-6.1329147411400164,-0.6896747220182923,127.01669319311564,-2.221216187455649,2.579763701848556,-14.81763050263651,-12.335318804997215,-10.741280011646218,-9.396613956220234,-6.188115210934352,-3.134060127771323,-2.1637896564533583,-0.929650748719681,0.19097995422306907,0.024337282910541443,0.23485699485416475,0.31301320672292443,0.01185417715378,0.07038952063727336,-0.25743314409947543,-0.2099845304990522,-0.1180679882343168,-0.058881286810446985,-0.15675699484359926,0.0022621470705247127,-0.05439491628408175,0.1682957435680533,-0.06355458795544519,-0.33534623336521313,0.026524134747424037,0.00553175520541014,-0.12164602334356303,0.021911441391666564,-0.15362822936683923,0.05713745191061241,0.4026001244065887
-5.482778835947487,-224.303293991866,18,-214.69095299895054,-9.172250325498386,-0.4400906674170859,120.22596572368492,-1.7706449142204936,1.2363061265548734,-15.397952391212062,-13.341427994682265,-11.240618971914396,-8.581502457387492,-6.222212871351053,-4.426700249061232,-2.6921650211401635,0.08006055623732788,-0.26086407443703,-0.06745956655238913,-0.09149902171838548,-0.055012236024146635,0.16296543343853104,0.09140073039683858,0.13729172188994843,0.014551072212024625,-0.18833815149274374,-0.15722605769001202,0.12191570261897375,0.03560153126097948,0.19900785741081067,0.05396606198600446,-0.16747550250083382,-0.06830852562848834,0.09469886895142436,0.11652662093477875,0.13824304132218812,-0.14730187048179405,-0.17017777841255383,-0.018493631463128202,0.2259877739790031
-4.924755460944703,-228.57916298568344,22,-219.19789264227813,-8.864463264484751,-0.516807078920553,99.51502820274516,-1.6733001310425568,1.1415782881598155,-15.671670281551823,-13.139926378454557,-10.941355064531283,-8.511659356339242,-6.0999595582727135,-4.310826220827631,-2.520630501052983,0.562669681403362,-0.12969510639184817,0.04263092531950051,0.04264431257019931,0.08850105417994654,0.22405117982158607,0.20867110544427045,-0.11480573334657121,-0.34029917446694646,-0.12739425857535686,-0.014264014163560141,-0.07986164992349401,0.26956998316857483,-0.02279781262317805,0.07244192376778363,0.006967288176456081,-0.07760983579426875,-0.3143366099650454,-0.03740750405186823,0.4625822357024735,-0.2122836182463205,-0.2978458149267791,0.2648435371146911,0.0856975872097548
-5.0567106256731975,-188.07655463577373,24,-177.901435630997,-9.703636537241701,-0.47148246753503464,127.56160289535802,-2.645562194474353,0.19927845946413902,-15.174438986775545,-12.862789022380538,-10.495462467220959,-8.608700393140296,-6.463646206872482,-3.827188201169569,-2.1238830312451515,0.374687867222047,-0.024690099664977625,0.15159799761156556,-0.1775283731869076,-0.06879229588069086,0.09047003579163038,0.26375007342956625,-0.22808472894198434,0.13930708704056607,0.004472777382654496,-0.028343921629080688,-0.05396246508170382,-0.26050007484768356,0.09166026798846175,-0.1701434347924423,-0.21475668711884516,0.08001576209155759,0.06556702202850867,-0.04095306920183373,0.10912846137825305,0.16108740547837416,0.14343052993033797,-0.1320449277537901,0.09931265794846372
-3.683235889693938,-195.51751448405875,16,-187.3151940747142,-7.655128435215515,-0.5471919741290141,112.45143771501378,-2.137022178615515,0.3530331420304922,-13.410902167534744,-10.531934974743338,-9.192814895045085,-6.935677826047122,-4.560978961267183,-2.9371412954331393,-1.1450195809158008,1.0796913197443336,0.017876629497550985,0.2450166484241098,-0.03242876756882229,-0.06734026273399592,-0.10593904865517784,0.014523667006586976,0.056139303010069246,0.059024825310344316,0.03850636391803217,0.08678603477322458,-0.04725079251590606,-0.14474681446752705,-0.15784371666579353,0.1323881471667739,0.05667882945049715,-0.2922451827712949,0.15064349689124473,0.26819575483165187,-0.12125704474252626,0.036554489812659824,-0.08488823117360028,0.08037652169192866,-0.18877085049003012
-5.512545444405433,-148.19357504272486,22,-138.7780957124348,-8.937199978079342,-0.4782793522106935,135.67969189511416,-1.6959430543908334,2.6723118044152754,-15.744798907156676,-13.844853785646649,-11.067928574090207,-9.398732289858547,-6.843690462375938,-4.877596951975037,-2.6762133339088328,-0.2345171204910047,-0.03008377132517529,0.127830196439459,0.16598983813446777,0.04460745007759512,-0.07022371824181906,-0.25825708541189946,-0.13299937944625043,-0.08975793347357525,-0.1240269902556003,-0.010433977513315885,-0.07065008318605093,0.006451283089958279,0.16102717239679135,-0.08033625594476242,-0.2267969693484919,-0.12462306247908943,0.06817134773563259,0.08232464498254279,0.04154585679207694,0.1757436731228442,-0.047321383241906004,0.28845799944104045,0.10336114765552785
